# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cpu-clock'
# Event count (approx.): 596077250000
#
# Overhead  Command          Shared Object       Symbol                                                
# ........  ...............  ..................  ......................................................
#
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  3_scheduler      [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.00%  6_scheduler      beam.smp            [.] ethr_mutex_unlock
     0.00%  4_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  4_scheduler      beam.smp            [.] ethr_mutex_unlock
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __do_page_fault
     0.00%  8_scheduler      [kernel.kallsyms]   [k] do_timerfd_settime
     0.00%  1_scheduler      [kernel.kallsyms]   [k] futex_wait
     0.00%  3_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  2_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  6_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __do_softirq
     0.00%  6_scheduler      [kernel.kallsyms]   [k] futex_wait
     0.00%  6_scheduler      beam.smp            [.] handle_delayed_dealloc.isra.36
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  7_scheduler      libc-2.17.so        [.] timerfd_settime
     0.00%  8_scheduler      beam.smp            [.] ethr_mutex_unlock
     0.00%  2_scheduler      beam.smp            [.] ethr_mutex_unlock
     0.00%  3_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  2_scheduler      [kernel.kallsyms]   [k] tracesys
     0.00%  5_scheduler      [kernel.kallsyms]   [k] futex_wait
     0.00%  5_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  4_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  4_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  4_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  7_scheduler      [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.00%  7_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  5_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  2_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  5_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  6_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  7_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  2_scheduler      [kernel.kallsyms]   [k] futex_wait
     0.00%  3_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  6_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  7_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  3_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  4_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  5_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  6_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  7_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  2_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  5_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  8_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  3_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  6_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  7_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  7_scheduler      beam.smp            [.] ethr_mutex_unlock
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  6_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  7_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  3_scheduler      [kernel.kallsyms]   [k] tracesys
     0.00%  4_scheduler      beam.smp            [.] handle_delayed_dealloc.isra.36
     0.00%  5_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  7_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  3_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  4_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  8_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  1_scheduler      beam.smp            [.] handle_delayed_dealloc.isra.36
     0.00%  2_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  4_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  3_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  5_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  8_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  1_scheduler      beam.smp            [.] erts_poll_wait
     0.00%  1_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  7_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  1_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  8_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  2_scheduler      beam.smp            [.] ethr_mutex_lock
     0.00%  6_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  8_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  8_scheduler      [kernel.kallsyms]   [k] tracesys
     0.00%  8_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  6_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  8_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  1_scheduler      beam.smp            [.] term_to_Sint64
     0.00%  2_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  3_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  4_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  4_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  4_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  8_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  8_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  2_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  4_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  1_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  1_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  2_scheduler      beam.smp            [.] erts_psd_get
     0.00%  3_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  3_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  5_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  5_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  5_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  7_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  8_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  1_scheduler      [kernel.kallsyms]   [k] rwsem_spin_on_owner
     0.00%  2_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  3_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  7_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  8_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  1_scheduler      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  1_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  6_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  2_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  6_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  8_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  1_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  3_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  4_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  5_scheduler      beam.smp            [.] erts_proc_sig_fetch__
     0.00%  6_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  2_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  7_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  7_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  7_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  7_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  8_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  3_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  5_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  7_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  8_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  3_scheduler      [kernel.kallsyms]   [k] __do_softirq
     0.00%  5_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  8_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  1_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  2_scheduler      [kernel.kallsyms]   [k] __do_softirq
     0.00%  2_scheduler      beam.smp            [.] erts_sched_finish_poke
     0.00%  2_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  3_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  4_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  4_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  7_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  1_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  2_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  4_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  6_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  1_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  2_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  1_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  4_scheduler      [kernel.kallsyms]   [k] get_futex_key
     0.00%  5_scheduler      beam.smp            [.] erts_thr_progress_prepare_wait
     0.00%  8_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  1_scheduler      beam.smp            [.] erts_psd_get
     0.00%  2_scheduler      beam.smp            [.] erts_garbage_collect_nobump
     0.00%  2_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  2_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  3_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  5_scheduler      [kernel.kallsyms]   [k] hash_futex
     0.00%  7_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  4_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  7_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  8_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  1_scheduler      beam.smp            [.] erts_garbage_collect_nobump
     0.00%  3_scheduler      beam.smp            [.] erts_psd_get
     0.00%  3_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  5_scheduler      beam.smp            [.] erts_psd_get
     0.00%  6_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  1_scheduler      [kernel.kallsyms]   [k] sysret_check
     0.00%  2_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  5_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  7_scheduler      beam.smp            [.] erts_psd_get
     0.00%  1_scheduler      [kernel.kallsyms]   [k] mntput
     0.00%  3_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  6_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  6_scheduler      beam.smp            [.] erts_psd_get
     0.00%  6_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __do_softirq
     0.00%  8_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  2_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  4_scheduler      libpthread-2.17.so  [.] _L_unlock_738
     0.00%  6_scheduler      beam.smp            [.] erts_alloc_handle_delayed_dealloc
     0.00%  6_scheduler      beam.smp            [.] thr_prgr_wakeup
     0.00%  4_scheduler      beam.smp            [.] erts_garbage_collect_nobump
     0.00%  4_scheduler      beam.smp            [.] erts_os_system_time
     0.00%  5_scheduler      [kernel.kallsyms]   [k] sys_epoll_wait
     0.00%  6_scheduler      libpthread-2.17.so  [.] _L_unlock_738
     0.00%  8_scheduler      beam.smp            [.] erts_psd_get
     0.00%  8_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  4_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  7_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  7_scheduler      libpthread-2.17.so  [.] _L_unlock_738
     0.00%  1_scheduler      beam.smp            [.] erts_thr_progress_wakeup
     0.00%  2_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  4_scheduler      beam.smp            [.] erts_alcu_check_delayed_dealloc
     0.00%  5_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_common
     0.00%  1_scheduler      beam.smp            [.] handle_wakeup_requests
     0.00%  2_scheduler      libpthread-2.17.so  [.] _L_unlock_738
     0.00%  7_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  2_scheduler      beam.smp            [.] handle_delayed_dealloc_thr_prgr.isra.37
     0.00%  2_scheduler      beam.smp            [.] handle_wakeup_requests
     0.00%  8_scheduler      libpthread-2.17.so  [.] _L_unlock_738
     0.00%  1_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  2_scheduler      [kernel.kallsyms]   [k] fput_many
     0.00%  3_scheduler      [kernel.kallsyms]   [k] fput_many
     0.00%  8_scheduler      [kernel.kallsyms]   [k] futex_wait_queue_me
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __do_softirq
     0.00%  4_scheduler      beam.smp            [.] pthread_mutex_lock@plt
     0.00%  5_scheduler      beam.smp            [.] pthread_mutex_lock@plt
     0.00%  7_scheduler      [kernel.kallsyms]   [k] fput_many
     0.00%  8_scheduler      beam.smp            [.] ethr_event_twait
     0.00%  1_scheduler      [kernel.kallsyms]   [k] __check_object_size
     0.00%  2_scheduler      beam.smp            [.] ethr_event_twait
     0.00%  4_scheduler      beam.smp            [.] erts_psd_get
     0.00%  8_scheduler      beam.smp            [.] handle_delayed_dealloc_thr_prgr.isra.37
     0.00%  5_scheduler      libpthread-2.17.so  [.] __errno_location
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __check_object_size
     0.00%  7_scheduler      libc-2.17.so        [.] epoll_wait
     0.00%  8_scheduler      libpthread-2.17.so  [.] 0x000000000000e75d
     0.00%  1_scheduler      libpthread-2.17.so  [.] _L_unlock_738
     0.00%  3_scheduler      beam.smp            [.] handle_wakeup_requests
     0.00%  4_scheduler      beam.smp            [.] handle_delayed_dealloc_thr_prgr.isra.37
     0.00%  5_scheduler      beam.smp            [.] clock_gettime@plt
     0.00%  7_scheduler      beam.smp            [.] pthread_mutex_lock@plt
     0.00%  8_scheduler      libc-2.17.so        [.] epoll_wait
     0.00%  1_scheduler      libpthread-2.17.so  [.] __errno_location
     0.00%  2_scheduler      beam.smp            [.] pthread_mutex_lock@plt
     0.00%  3_scheduler      beam.smp            [.] clock_gettime@plt
